Tour,surface,best_of,w_dk_score,l_dk_score,WIO,LIO,straight_sets
WTA,Hard,3,84.5,11.5,0.912621359,0.087378641,1
WTA,Hard,3,84.5,5.75,0.911764706,0.088235294,1
WTA,Clay,3,84.5,5.75,0.857142857,0.142857143,1
WTA,Hard,3,84.5,5.75,0.843137255,0.156862745,1
WTA,Hard,3,84.5,11.5,0.834951456,0.165048544,1
WTA,Hard,3,84.5,5.75,0.815533981,0.184466019,1
WTA,Hard,3,84.5,5.75,0.794117647,0.205882353,1
WTA,Hard,3,84.5,5.75,0.786407767,0.213592233,1
ATP,Grass,3,68.5,24.25,0.911764706,0.088235294,1
WTA,Hard,3,84.5,5.75,0.747572816,0.252427184,1
WTA,Hard,3,84.5,11.5,0.745098039,0.254901961,1
WTA,Hard,3,84.5,16.75,0.737864078,0.262135922,1
WTA,Hard,3,84.5,11.5,0.72815534,0.27184466,1
ATP,Hard,3,61.25,36.5,0.911764706,0.088235294,0
WTA,Hard,3,84.5,5.75,0.708737864,0.291262136,1
WTA,Grass,3,84.5,11.5,0.696078431,0.303921569,1
WTA,Hard,3,84.5,11.5,0.67961165,0.32038835,1
WTA,Hard,3,84.5,11.5,0.68627451,0.31372549,1
WTA,Hard,3,84.5,5.75,0.669902913,0.330097087,1
WTA,Hard,3,84.5,5.75,0.640776699,0.359223301,1
WTA,Hard,3,84.5,5.75,0.621359223,0.378640777,1
WTA,Hard,3,84.5,5.75,0.62745098,0.37254902,1
WTA,Hard,3,84.5,11.5,0.611650485,0.388349515,1
ATP,Hard,3,56.25,36.75,0.911764706,0.088235294,0
WTA,Grass,3,84.5,11.5,0.553398058,0.446601942,1
WTA,Hard,3,84.5,11.5,0.553398058,0.446601942,1
WTA,Hard,3,84.5,11.5,0.549019608,0.450980392,1
ATP,Hard,3,81.75,8.25,0.902912621,0.097087379,1
WTA,Grass,3,84.5,11.5,0.524271845,0.475728155,1
WTA,Hard,3,84.5,5.75,0.514563107,0.485436893,1
WTA,Hard,3,84.5,11.5,0.5,0.5,1
WTA,Hard,3,84.5,11.5,0.466019417,0.533980583,1
WTA,Hard,3,84.5,11.5,0.460784314,0.539215686,1
WTA,Hard,3,84.5,5.75,0.45631068,0.54368932,1
WTA,Hard,3,84.5,11.5,0.441176471,0.558823529,1
ATP,Hard,3,81,7.5,0.902912621,0.097087379,1
WTA,Hard,3,84.5,11.5,0.417475728,0.582524272,1
ATP,Hard,3,80.5,11.5,0.902912621,0.097087379,1
WTA,Hard,3,84.5,5.75,0.378640777,0.621359223,1
WTA,Hard,3,84.5,11.5,0.333333333,0.666666667,1
ATP,Clay,3,79.75,10.75,0.902912621,0.097087379,1
WTA,Hard,3,84.5,5.75,0.31,0.69,1
WTA,Hard,3,84.5,5.75,0.303921569,0.696078431,1
ATP,Clay,3,79.25,21.25,0.902912621,0.097087379,0
ATP,Clay,5,84.4,5.7,0.970873786,0.029126214,1
ATP,Hard,5,84.4,5.7,0.970588235,0.029411765,1
ATP,Hard,5,84.4,5.7,0.960784314,0.039215686,1
ATP,Grass,5,84.4,5.7,0.960784314,0.039215686,1
ATP,Grass,5,84.4,5.7,0.960784314,0.039215686,1
ATP,Hard,5,84.4,5.7,0.902912621,0.097087379,1
ATP,Hard,5,84.4,5.7,0.902912621,0.097087379,1
ATP,Clay,5,84.4,5.7,0.786407767,0.213592233,1
ATP,Grass,5,84.4,12.1,0.774509804,0.225490196,0
ATP,Grass,5,84.4,5.7,0.757281553,0.242718447,1
ATP,Clay,5,84.4,5.7,0.705882353,0.294117647,1
ATP,Hard,5,84.4,5.7,0.549019608,0.450980392,1
ATP,Grass,5,84.3,9.2,0.784313725,0.215686275,1
ATP,Hard,3,79,15.25,0.902912621,0.097087379,1
WTA,Hard,3,84.25,11.25,0.902912621,0.097087379,1
WTA,Hard,3,84.25,11.25,0.892156863,0.107843137,1
WTA,Grass,3,84.25,11.25,0.873786408,0.126213592,1
WTA,Grass,3,84.25,11.25,0.844660194,0.155339806,1
ATP,Clay,3,79,10,0.902912621,0.097087379,1
WTA,Grass,3,84.25,11.25,0.745098039,0.254901961,1
WTA,Hard,3,84.25,11.25,0.660194175,0.339805825,1
ATP,Hard,3,77.5,13.75,0.902912621,0.097087379,1
WTA,Hard,3,84.25,11.25,0.54368932,0.45631068,1
WTA,Grass,3,84.25,11.25,0.460784314,0.539215686,1
ATP,Clay,3,77,13.25,0.902912621,0.097087379,1
WTA,Hard,3,84.25,11.25,0.40776699,0.59223301,1
WTA,Grass,3,84.25,11.25,0.281553398,0.718446602,1
ATP,Grass,5,84.2,10.7,0.843137255,0.156862745,1
ATP,Grass,5,84.2,9.1,0.718446602,0.281553398,1
ATP,Hard,5,84.2,10.7,0.274509804,0.725490196,1
ATP,Grass,5,84.1,10.6,0.951456311,0.048543689,1
ATP,Hard,5,84.1,10.6,0.786407767,0.213592233,1
ATP,Clay,5,84.1,10.6,0.766990291,0.233009709,1
ATP,Clay,5,83.8,8.7,0.931372549,0.068627451,1
ATP,Hard,5,83.8,8.7,0.745098039,0.254901961,1
ATP,Clay,5,83.8,8.7,0.718446602,0.281553398,1
ATP,Grass,5,83.8,9.2,0.68627451,0.31372549,1
WTA,Hard,3,83.75,5,0.961165049,0.038834951,1
WTA,Hard,3,83.75,5,0.951456311,0.048543689,1
ATP,Hard,3,76.25,12.5,0.902912621,0.097087379,1
WTA,Grass,3,83.75,10.75,0.941747573,0.058252427,1
WTA,Grass,3,83.75,5,0.941747573,0.058252427,1
ATP,Hard,3,76.25,17,0.902912621,0.097087379,1
ATP,Clay,3,76.25,12.5,0.902912621,0.097087379,1
WTA,Hard,3,83.75,10.75,0.922330097,0.077669903,1
WTA,Grass,3,83.75,5,0.921568627,0.078431373,1
WTA,Hard,3,83.75,10.75,0.902912621,0.097087379,1
ATP,Hard,3,75,15.75,0.902912621,0.097087379,1
WTA,Hard,3,83.75,5,0.883495146,0.116504854,1
WTA,Hard,3,83.75,5,0.873786408,0.126213592,1
ATP,Hard,3,74.75,15.5,0.902912621,0.097087379,1
ATP,Clay,3,74.75,16.25,0.902912621,0.097087379,1
WTA,Hard,3,83.75,10.75,0.844660194,0.155339806,1
WTA,Hard,3,83.75,5,0.844660194,0.155339806,1
WTA,Hard,3,83.75,5,0.844660194,0.155339806,1
WTA,Grass,3,83.75,5,0.843137255,0.156862745,1
WTA,Hard,3,83.75,5,0.825242718,0.174757282,1
WTA,Hard,3,83.75,10.75,0.825242718,0.174757282,1
WTA,Hard,3,83.75,5,0.825242718,0.174757282,1
WTA,Grass,3,83.75,10.75,0.825242718,0.174757282,1
WTA,Hard,3,83.75,5,0.823529412,0.176470588,1
ATP,Hard,3,74.5,19.75,0.902912621,0.097087379,1
WTA,Grass,3,83.75,5,0.805825243,0.194174757,1
WTA,Hard,3,83.75,5,0.796116505,0.203883495,1
WTA,Hard,3,83.75,10.75,0.794117647,0.205882353,1
ATP,Hard,3,74.25,15,0.902912621,0.097087379,1
ATP,Clay,3,74.25,15,0.902912621,0.097087379,1
ATP,Clay,3,74.25,20.25,0.902912621,0.097087379,1
ATP,Clay,3,72.25,18.25,0.902912621,0.097087379,1
WTA,Hard,3,83.75,5,0.774509804,0.225490196,1
WTA,Hard,3,83.75,10.75,0.774509804,0.225490196,1
WTA,Grass,3,83.75,10.75,0.774509804,0.225490196,1
WTA,Hard,3,83.75,10.75,0.766990291,0.233009709,1
ATP,Hard,3,71.5,22,0.902912621,0.097087379,1
WTA,Hard,3,83.75,10.75,0.757281553,0.242718447,1
WTA,Hard,3,83.75,5,0.75,0.25,1
WTA,Hard,3,83.75,5,0.757281553,0.242718447,1
WTA,Hard,3,83.75,5,0.747572816,0.252427184,1
ATP,Clay,3,69.5,20,0.902912621,0.097087379,1
ATP,Hard,3,68.75,24.5,0.902912621,0.097087379,1
ATP,Clay,3,56,41.75,0.902912621,0.097087379,0
WTA,Hard,3,83.75,10.75,0.745098039,0.254901961,1
WTA,Hard,3,83.75,10.75,0.737864078,0.262135922,1
WTA,Hard,3,83.75,10.75,0.735294118,0.264705882,1
WTA,Hard,3,83.75,5,0.718446602,0.281553398,1
WTA,Hard,3,83.75,5,0.718446602,0.281553398,1
WTA,Hard,3,83.75,5,0.725490196,0.274509804,1
WTA,Hard,3,83.75,10.75,0.718446602,0.281553398,1
ATP,Clay,3,83.75,10.75,0.901960784,0.098039216,1
WTA,Hard,3,83.75,5,0.708737864,0.291262136,1
WTA,Hard,3,83.75,10.75,0.708737864,0.291262136,1
WTA,Hard,3,83.75,10.75,0.715686275,0.284313725,1
WTA,Hard,3,83.75,10.75,0.708737864,0.291262136,1
ATP,Hard,3,81.75,8.25,0.901960784,0.098039216,1
WTA,Grass,3,83.75,10.75,0.699029126,0.300970874,1
WTA,Hard,3,83.75,5,0.696078431,0.303921569,1
ATP,Hard,3,81,7.5,0.901960784,0.098039216,1
ATP,Hard,3,79,10,0.901960784,0.098039216,1
ATP,Hard,3,72.25,18.25,0.901960784,0.098039216,1
WTA,Hard,3,83.75,10.75,0.689320388,0.310679612,1
ATP,Hard,3,72.25,18.25,0.901960784,0.098039216,1
WTA,Hard,3,83.75,10.75,0.67961165,0.32038835,1
WTA,Hard,3,83.75,5,0.669902913,0.330097087,1
ATP,Grass,3,69.5,20,0.901960784,0.098039216,1
ATP,Hard,3,65,26,0.901960784,0.098039216,1
WTA,Hard,3,83.75,5,0.660194175,0.339805825,1
WTA,Grass,3,83.75,10.75,0.666666667,0.333333333,1
ATP,Hard,3,79,10,0.894230769,0.105769231,1
WTA,Hard,3,83.75,5,0.650485437,0.349514563,1
WTA,Grass,3,83.75,5,0.647058824,0.352941176,1
WTA,Hard,3,83.75,10.75,0.637254902,0.362745098,1
WTA,Grass,3,83.75,5,0.631067961,0.368932039,1
ATP,Hard,3,73.75,19,0.894230769,0.105769231,1
ATP,Hard,3,72.75,18.75,0.894230769,0.105769231,1
WTA,Hard,3,83.75,5,0.62745098,0.37254902,1
ATP,Hard,3,77.75,13.25,0.893203883,0.106796117,1
WTA,Hard,3,83.75,5,0.611650485,0.388349515,1
WTA,Hard,3,83.75,5,0.601941748,0.398058252,1
WTA,Hard,3,83.75,5,0.598039216,0.401960784,1
WTA,Hard,3,83.75,5,0.582524272,0.417475728,1
ATP,Hard,3,77.75,14,0.893203883,0.106796117,1
ATP,Hard,3,77.5,13,0.893203883,0.106796117,1
ATP,Hard,3,77,13.25,0.893203883,0.106796117,1
ATP,Hard,3,77,13.25,0.893203883,0.106796117,1
ATP,Clay,3,75.5,16.25,0.893203883,0.106796117,1
WTA,Hard,3,83.75,10.75,0.563106796,0.436893204,1
ATP,Hard,3,74.75,16.25,0.893203883,0.106796117,1
WTA,Hard,3,83.75,10.75,0.558823529,0.441176471,1
WTA,Hard,3,83.75,10.75,0.54368932,0.45631068,1
ATP,Clay,3,74.75,15.5,0.893203883,0.106796117,1
WTA,Hard,3,83.75,5,0.539215686,0.460784314,1
WTA,Hard,3,83.75,5,0.539215686,0.460784314,1
ATP,Hard,3,74.25,15,0.893203883,0.106796117,1
ATP,Grass,3,73.5,19.5,0.893203883,0.106796117,1
ATP,Clay,3,72.25,17.5,0.893203883,0.106796117,1
WTA,Hard,3,83.75,5,0.509803922,0.490196078,1
WTA,Hard,3,83.75,5,0.509803922,0.490196078,1
ATP,Hard,3,72,18,0.893203883,0.106796117,1
WTA,Hard,3,83.75,10.75,0.495145631,0.504854369,1
WTA,Hard,3,83.75,10.75,0.475728155,0.524271845,1
WTA,Hard,3,83.75,10.75,0.470588235,0.529411765,1
ATP,Grass,3,70.75,21.25,0.893203883,0.106796117,1
WTA,Hard,3,83.75,10.75,0.45631068,0.54368932,1
ATP,Hard,3,68.75,24.5,0.893203883,0.106796117,1
ATP,Clay,3,67.25,23,0.893203883,0.106796117,1
WTA,Hard,3,83.75,10.75,0.427184466,0.572815534,1
WTA,Hard,3,83.75,10.75,0.417475728,0.582524272,1
WTA,Hard,3,83.75,5,0.411764706,0.588235294,1
ATP,Clay,3,61.5,36.75,0.893203883,0.106796117,0
ATP,Clay,3,85.75,8.25,0.892156863,0.107843137,1
ATP,Hard,3,77.75,14,0.892156863,0.107843137,1
ATP,Grass,3,77.5,13.75,0.892156863,0.107843137,1
WTA,Hard,3,83.75,5,0.349514563,0.650485437,1
WTA,Hard,3,83.75,10.75,0.339805825,0.660194175,1
WTA,Hard,3,83.75,10.75,0.32038835,0.67961165,1
WTA,Hard,3,83.75,5,0.31372549,0.68627451,1
WTA,Grass,3,83.75,5,0.310679612,0.689320388,1
WTA,Hard,3,83.75,10.75,0.235294118,0.764705882,1
WTA,Grass,3,83.75,10.75,0.213592233,0.786407767,1
WTA,Hard,3,83.75,10.75,0.205882353,0.794117647,1
ATP,Hard,3,76.25,12.5,0.892156863,0.107843137,1
ATP,Hard,5,83.7,10.2,0.941176471,0.058823529,1
ATP,Hard,5,83.7,8.6,0.803921569,0.196078431,1
ATP,Clay,5,83.7,9.1,0.637254902,0.362745098,1
ATP,Clay,5,83.7,9.6,0.62745098,0.37254902,1
ATP,Grass,5,83.7,10.2,0.539215686,0.460784314,1
ATP,Grass,5,83.6,10.1,0.950980392,0.049019608,1
ATP,Hard,5,83.6,11.3,0.843137255,0.156862745,0
ATP,Clay,3,76.25,17,0.892156863,0.107843137,1
ATP,Clay,3,75.75,16.5,0.892156863,0.107843137,1
ATP,Clay,5,83.5,14.1,0.572815534,0.427184466,1
WTA,Hard,3,83.5,10.5,0.54368932,0.45631068,1
ATP,Grass,5,83.3,8.7,0.970873786,0.029126214,1
ATP,Hard,5,83.3,8.2,0.970588235,0.029411765,1
ATP,Clay,5,83.3,8.7,0.970588235,0.029411765,1
ATP,Hard,5,83.3,8.2,0.931372549,0.068627451,1
ATP,Clay,5,83.3,8.7,0.862745098,0.137254902,1
ATP,Hard,5,83.3,8.2,0.843137255,0.156862745,1
ATP,Clay,5,83.3,8.2,0.81372549,0.18627451,1
ATP,Hard,5,83.3,8.7,0.524271845,0.475728155,1
ATP,Clay,5,83.3,8.2,0.359223301,0.640776699,1
WTA,Hard,3,83.25,9,0.893203883,0.106796117,1
WTA,Hard,3,83.25,9,0.805825243,0.194174757,1
WTA,Clay,3,83.25,9,0.747572816,0.252427184,1
WTA,Hard,3,83.25,15.5,0.721153846,0.278846154,0
WTA,Hard,3,83.25,9,0.660194175,0.339805825,1
WTA,Hard,3,83.25,9,0.611650485,0.388349515,1
WTA,Hard,3,83.25,9,0.582524272,0.417475728,1
WTA,Hard,3,83.25,9,0.417475728,0.582524272,1
ATP,Hard,5,83.2,8.6,0.87254902,0.12745098,1
ATP,Grass,5,83.2,8.6,0.833333333,0.166666667,1
ATP,Hard,5,83.2,8.6,0.745098039,0.254901961,1
ATP,Hard,5,83.2,8.6,0.666666667,0.333333333,1
ATP,Hard,5,83.2,8.6,0.450980392,0.549019608,1
ATP,Hard,5,83.1,10.1,0.766990291,0.233009709,1
ATP,Hard,3,75.5,16.25,0.892156863,0.107843137,1
ATP,Hard,3,74.25,15,0.892156863,0.107843137,1
ATP,Clay,3,74.25,15,0.892156863,0.107843137,1
WTA,Hard,3,83,10,0.892156863,0.107843137,1
ATP,Clay,3,74,15.5,0.892156863,0.107843137,1
WTA,Clay,3,83,15.25,0.873786408,0.126213592,1
ATP,Hard,3,70.75,22,0.892156863,0.107843137,0
WTA,Hard,3,83,10,0.862745098,0.137254902,1
WTA,Hard,3,83,10,0.862745098,0.137254902,1
WTA,Hard,3,83,10,0.825242718,0.174757282,1
WTA,Hard,3,83,10,0.81372549,0.18627451,1
ATP,Clay,3,70.75,22,0.892156863,0.107843137,0
ATP,Hard,3,69.25,25,0.892156863,0.107843137,1
WTA,Grass,3,83,10,0.776699029,0.223300971,1
ATP,Hard,3,89.75,2.5,0.884615385,0.115384615,1
WTA,Hard,3,83,10,0.757281553,0.242718447,1
WTA,Hard,3,83,15.25,0.757281553,0.242718447,1
ATP,Hard,3,66.75,27,0.884615385,0.115384615,0
WTA,Hard,3,83,10,0.745098039,0.254901961,1
ATP,Hard,3,88.5,5.75,0.883495146,0.116504854,1
WTA,Hard,3,83,10,0.699029126,0.300970874,1
ATP,Clay,3,79.75,10.75,0.883495146,0.116504854,1
WTA,Grass,3,83,15.25,0.696078431,0.303921569,1
ATP,Clay,3,78.25,14.5,0.883495146,0.116504854,1
ATP,Clay,3,77,13.25,0.883495146,0.116504854,1
WTA,Hard,3,83,10,0.666666667,0.333333333,1
ATP,Hard,3,74.25,15,0.883495146,0.116504854,1
ATP,Grass,3,74.25,15,0.883495146,0.116504854,1
ATP,Clay,3,71.5,17.5,0.883495146,0.116504854,1
WTA,Hard,3,83,10,0.62745098,0.37254902,1
ATP,Hard,3,70.25,20.75,0.883495146,0.116504854,1
ATP,Hard,3,70,20.5,0.883495146,0.116504854,1
WTA,Hard,3,83,10,0.54368932,0.45631068,1
WTA,Hard,3,83,10,0.54368932,0.45631068,1
ATP,Hard,3,70,20.5,0.883495146,0.116504854,1
WTA,Hard,3,83,10,0.5,0.5,1
WTA,Grass,3,83,15.25,0.45631068,0.54368932,1
WTA,Hard,3,83,10,0.45631068,0.54368932,1
ATP,Hard,3,69.5,20,0.883495146,0.116504854,1
ATP,Hard,3,66.5,27.5,0.883495146,0.116504854,1
ATP,Hard,3,65.5,31,0.883495146,0.116504854,0
WTA,Grass,3,83,10,0.339805825,0.660194175,1
ATP,Grass,3,60.25,35.5,0.883495146,0.116504854,0
ATP,Hard,3,85.75,8.25,0.882352941,0.117647059,1
WTA,Hard,3,83,10,0.245098039,0.754901961,1
ATP,Hard,3,83,15.25,0.882352941,0.117647059,1
WTA,Grass,3,83,10,0.174757282,0.825242718,1
ATP,Hard,5,82.9,14.2,0.803921569,0.196078431,0
ATP,Clay,5,82.9,13.5,0.558823529,0.441176471,1
ATP,Hard,5,82.8,8.2,0.961165049,0.038834951,1
ATP,Grass,5,82.8,8.2,0.950980392,0.049019608,1
ATP,Hard,5,82.8,7.7,0.911764706,0.088235294,1
ATP,Hard,5,82.8,8.2,0.902912621,0.097087379,1
ATP,Hard,5,82.8,8.2,0.873786408,0.126213592,1
ATP,Clay,5,82.8,7.7,0.882352941,0.117647059,1
ATP,Clay,5,82.8,8.2,0.87254902,0.12745098,1
ATP,Hard,5,82.8,7.7,0.862745098,0.137254902,1
ATP,Hard,5,82.8,8.2,0.852941176,0.147058824,1
ATP,Hard,5,82.8,7.7,0.833333333,0.166666667,1
ATP,Clay,5,82.8,8.2,0.81372549,0.18627451,1
ATP,Grass,5,82.8,7.7,0.796116505,0.203883495,1
ATP,Hard,5,82.8,8.2,0.737864078,0.262135922,1
ATP,Hard,5,82.8,8.2,0.696078431,0.303921569,1
ATP,Grass,5,82.8,8.2,0.640776699,0.359223301,1
ATP,Hard,5,82.8,14.1,0.637254902,0.362745098,0
ATP,Hard,5,82.8,8.2,0.631067961,0.368932039,1
ATP,Clay,5,82.8,8.2,0.529411765,0.470588235,1
ATP,Hard,5,82.8,8.2,0.470588235,0.529411765,1
ATP,Hard,5,82.8,8.2,0.40776699,0.59223301,1
ATP,Clay,5,82.8,8.2,0.294117647,0.705882353,1
WTA,Grass,3,82.75,19.5,0.854368932,0.145631068,0
ATP,Hard,5,82.7,8.1,0.911764706,0.088235294,1
ATP,Hard,5,82.7,8.1,0.725490196,0.274509804,1
ATP,Clay,5,82.6,11.6,0.911764706,0.088235294,1
ATP,Clay,5,82.6,11.6,0.572815534,0.427184466,1
WTA,Hard,3,82.5,8.25,0.941747573,0.058252427,1
WTA,Hard,3,82.5,8.25,0.921568627,0.078431373,1
WTA,Hard,3,82.5,8.25,0.893203883,0.106796117,1
WTA,Hard,3,82.5,9,0.854368932,0.145631068,1
ATP,Hard,3,79,10,0.882352941,0.117647059,1
ATP,Clay,3,79,10,0.882352941,0.117647059,1
WTA,Hard,3,82.5,9,0.81372549,0.18627451,1
WTA,Hard,3,82.5,8.25,0.81372549,0.18627451,1
WTA,Hard,3,82.5,8.25,0.786407767,0.213592233,1
WTA,Grass,3,82.5,8.25,0.786407767,0.213592233,1
WTA,Clay,3,82.5,8.25,0.794117647,0.205882353,1
WTA,Hard,3,82.5,8.25,0.766990291,0.233009709,1
WTA,Hard,3,82.5,14.75,0.774509804,0.225490196,0
WTA,Grass,3,82.5,8.25,0.766990291,0.233009709,1
WTA,Hard,3,82.5,8.25,0.745098039,0.254901961,1
WTA,Hard,3,82.5,8.25,0.737864078,0.262135922,1
ATP,Hard,3,77,13.25,0.882352941,0.117647059,1
ATP,Hard,3,75,15.75,0.882352941,0.117647059,1
WTA,Hard,3,82.5,9,0.72815534,0.27184466,1
WTA,Hard,3,82.5,9,0.718446602,0.281553398,1
WTA,Hard,3,82.5,9,0.711538462,0.288461538,1
WTA,Hard,3,82.5,8.25,0.718446602,0.281553398,1
WTA,Hard,3,82.5,9,0.705882353,0.294117647,1
WTA,Hard,3,82.5,8.25,0.699029126,0.300970874,1
WTA,Hard,3,82.5,8.25,0.696078431,0.303921569,1
WTA,Hard,3,82.5,8.25,0.68627451,0.31372549,1
ATP,Hard,3,75,15.75,0.882352941,0.117647059,1
ATP,Clay,3,75,20.25,0.882352941,0.117647059,1
WTA,Hard,3,82.5,8.25,0.640776699,0.359223301,1
WTA,Hard,3,82.5,9,0.631067961,0.368932039,1
WTA,Hard,3,82.5,8.25,0.62745098,0.37254902,1
WTA,Hard,3,82.5,9,0.621359223,0.378640777,1
WTA,Hard,3,82.5,8.25,0.611650485,0.388349515,1
WTA,Hard,3,82.5,8.25,0.601941748,0.398058252,1
WTA,Hard,3,82.5,8.25,0.598039216,0.401960784,1
ATP,Clay,3,74.75,15.5,0.882352941,0.117647059,1
WTA,Hard,3,82.5,9,0.572815534,0.427184466,1
ATP,Clay,3,74.25,15,0.882352941,0.117647059,1
WTA,Hard,3,82.5,8.25,0.568627451,0.431372549,1
ATP,Hard,3,73.5,19.5,0.882352941,0.117647059,1
WTA,Hard,3,82.5,8.25,0.553398058,0.446601942,1
ATP,Hard,3,72.75,18.75,0.882352941,0.117647059,1
WTA,Grass,3,82.5,9,0.533980583,0.466019417,1
ATP,Hard,3,72.25,18.25,0.882352941,0.117647059,1
WTA,Hard,3,82.5,8.25,0.524271845,0.475728155,1
WTA,Hard,3,82.5,8.25,0.495145631,0.504854369,1
WTA,Hard,3,82.5,8.25,0.485436893,0.514563107,1
WTA,Hard,3,82.5,9,0.485436893,0.514563107,1
ATP,Hard,3,72.25,24,0.882352941,0.117647059,0
ATP,Clay,3,70.75,21.25,0.882352941,0.117647059,1
WTA,Hard,3,82.5,8.25,0.417475728,0.582524272,1
WTA,Clay,3,82.5,8.25,0.392156863,0.607843137,1
WTA,Hard,3,82.5,8.25,0.388349515,0.611650485,1
WTA,Hard,3,82.5,8.25,0.388349515,0.611650485,1
WTA,Hard,3,82.5,8.25,0.233009709,0.766990291,1
ATP,Hard,5,82.3,7.7,0.970873786,0.029126214,1
ATP,Hard,5,82.3,7.7,0.961165049,0.038834951,1
ATP,Hard,5,82.3,7.7,0.960784314,0.039215686,1
ATP,Hard,5,82.3,7.7,0.941747573,0.058252427,1
ATP,Hard,5,82.3,7.7,0.950980392,0.049019608,1
ATP,Grass,5,82.3,7.7,0.950980392,0.049019608,1
ATP,Hard,5,82.3,7.7,0.941176471,0.058823529,1
ATP,Hard,5,82.3,7.7,0.931372549,0.068627451,1
ATP,Hard,5,82.3,7.7,0.931372549,0.068627451,1
ATP,Grass,5,82.3,7.7,0.902912621,0.097087379,1
ATP,Grass,5,82.3,7.7,0.892156863,0.107843137,1
ATP,Hard,5,82.3,7.7,0.882352941,0.117647059,1
ATP,Hard,5,82.3,7.7,0.873786408,0.126213592,1
ATP,Hard,5,82.3,7.7,0.87254902,0.12745098,1
ATP,Hard,5,82.3,7.7,0.834951456,0.165048544,1
ATP,Grass,5,82.3,7.7,0.833333333,0.166666667,1
ATP,Hard,5,82.3,7.7,0.833333333,0.166666667,1
ATP,Hard,5,82.3,7.7,0.72815534,0.27184466,1
ATP,Clay,5,82.3,7.7,0.660194175,0.339805825,1
ATP,Grass,5,82.3,7.7,0.62745098,0.37254902,1
ATP,Grass,5,82.3,7.7,0.558823529,0.441176471,1
ATP,Hard,5,82.3,7.7,0.27184466,0.72815534,1
ATP,Hard,5,82.3,7.7,0.252427184,0.747572816,1
WTA,Hard,3,82.25,14.5,0.883495146,0.116504854,1
WTA,Hard,3,82.25,19,0.86407767,0.13592233,0
WTA,Hard,3,82.25,14.5,0.852941176,0.147058824,1
WTA,Hard,3,82.25,19.75,0.833333333,0.166666667,0
WTA,Clay,3,82.25,14.5,0.766990291,0.233009709,1
WTA,Grass,3,82.25,14.5,0.735294118,0.264705882,1
ATP,Hard,3,70,20.5,0.882352941,0.117647059,1
ATP,Clay,3,70,21.25,0.882352941,0.117647059,0
ATP,Hard,3,69.5,20,0.882352941,0.117647059,1
WTA,Grass,3,82.25,14.5,0.5,0.5,1
ATP,Clay,5,82.2,13.5,0.81372549,0.18627451,0
ATP,Clay,5,82.2,11.2,0.225490196,0.774509804,1
ATP,Grass,5,82.1,11.1,0.941176471,0.058823529,1
ATP,Hard,5,82.1,11.1,0.533980583,0.466019417,1
ATP,Grass,5,82,12.6,0.81372549,0.18627451,1
WTA,Hard,3,82,18.75,0.715686275,0.284313725,0
WTA,Hard,3,82,13,0.572815534,0.427184466,1
ATP,Clay,5,82,13.3,0.54368932,0.45631068,0
ATP,Clay,5,81.8,13.1,0.805825243,0.194174757,0
ATP,Hard,3,69.5,20,0.882352941,0.117647059,1
ATP,Hard,3,60,35.25,0.882352941,0.117647059,0
ATP,Hard,3,74,15.5,0.881188119,0.118811881,1
ATP,Hard,3,87.75,5,0.873786408,0.126213592,1
ATP,Clay,3,85,7.5,0.873786408,0.126213592,1
WTA,Hard,3,81.75,7.5,0.912621359,0.087378641,1
ATP,Hard,3,79,10,0.873786408,0.126213592,1
ATP,Grass,3,79,10,0.873786408,0.126213592,1
ATP,Clay,3,77,13.25,0.873786408,0.126213592,1
WTA,Grass,3,81.75,7.5,0.893203883,0.106796117,1
WTA,Hard,3,81.75,8.25,0.873786408,0.126213592,1
ATP,Clay,3,72.75,18.75,0.873786408,0.126213592,1
ATP,Clay,3,72.25,17.5,0.873786408,0.126213592,1
ATP,Grass,3,72,18,0.873786408,0.126213592,1
ATP,Clay,3,71.75,23.5,0.873786408,0.126213592,0
WTA,Hard,3,81.75,8.25,0.854368932,0.145631068,1
WTA,Hard,3,81.75,8.25,0.862745098,0.137254902,1
WTA,Hard,3,81.75,7.5,0.854368932,0.145631068,1
WTA,Grass,3,81.75,8.25,0.854368932,0.145631068,1
ATP,Hard,3,71.5,17.5,0.873786408,0.126213592,1
WTA,Grass,3,81.75,7.5,0.854368932,0.145631068,1
WTA,Hard,3,81.75,7.5,0.843137255,0.156862745,1
ATP,Hard,3,71,21.5,0.873786408,0.126213592,1
ATP,Clay,3,69.5,20,0.873786408,0.126213592,1
ATP,Clay,3,63.5,29,0.873786408,0.126213592,0
ATP,Clay,3,60.25,36.25,0.873786408,0.126213592,0
WTA,Hard,3,81.75,8.25,0.833333333,0.166666667,1
ATP,Hard,3,59,34.25,0.873786408,0.126213592,0
WTA,Hard,3,81.75,7.5,0.815533981,0.184466019,1
WTA,Hard,3,81.75,8.25,0.823529412,0.176470588,1
WTA,Hard,3,81.75,8.25,0.81372549,0.18627451,1
WTA,Hard,3,81.75,7.5,0.81372549,0.18627451,1
WTA,Grass,3,81.75,8.25,0.805825243,0.194174757,1
WTA,Grass,3,81.75,7.5,0.805825243,0.194174757,1
ATP,Hard,3,85.75,7.5,0.87254902,0.12745098,1
WTA,Hard,3,81.75,7.5,0.786407767,0.213592233,1
WTA,Hard,3,81.75,7.5,0.794117647,0.205882353,1
